CityType,EmployeeName,Date,Amount
Expensive City,Emily Sweeting,10/15/2014,70.46
Expensive City,Stephen Maturin,10/15/2014,100.33
Inexpensive City,Stephen Maturin,10/15/2014,26.03
Inexpensive City,Diana Villiers,10/20/2014,31.43
Inexpensive City,Ebenezer Graham,10/20/2014,25.33
Inexpensive City,Molly Harte,10/20/2014,28.28
Moderately Expensive City,Sophia Aubrey,10/20/2014,25.01
Inexpensive City,Sophia Aubrey,10/20/2014,24.55
Moderately Expensive City,Clarissa Oakes,10/21/2014,31.91
Expensive City,Clarissa Oakes,10/21/2014,105.17
Inexpensive City,Ebenezer Graham,10/21/2014,26.13
Expensive City,William Babbington,10/21/2014,73.22
Expensive City,Clarissa Oakes,10/22/2014,112.47
Inexpensive City,Jack Aubrey,10/22/2014,17.36
Moderately Expensive City,Nathaniel Martin,10/22/2014,27.32
Moderately Expensive City,Stephen Maturin,10/22/2014,28.9
Expensive City,William Mowett,10/22/2014,98.76
Moderately Expensive City,Diana Villiers,10/23/2014,49.11
Expensive City,Emily Sweeting,10/23/2014,79.07
Moderately Expensive City,Stephen Maturin,10/23/2014,35.01
Moderately Expensive City,Clarissa Oakes,10/24/2014,51.73
Moderately Expensive City,Diana Villiers,10/24/2014,30.59
Inexpensive City,Emily Sweeting,10/24/2014,17.97
Moderately Expensive City,Nathaniel Martin,10/24/2014,64.16
Expensive City,Sophia Aubrey,10/24/2014,86.81
Inexpensive City,William Babbington,10/24/2014,28.36
Moderately Expensive City,Barret Bonden,10/27/2014,39.05
Moderately Expensive City,Clarissa Oakes,10/27/2014,43.48
Moderately Expensive City,Nathaniel Martin,10/27/2014,50.02
Inexpensive City,William Babbington,10/27/2014,20.43
Inexpensive City,Diana Villiers,10/28/2014,20.35
Expensive City,Nathaniel Martin,10/28/2014,97.37
Inexpensive City,William Babbington,10/28/2014,14.08
Expensive City,William Babbington,10/28/2014,106.39
Moderately Expensive City,William Mowett,10/28/2014,22.66
Moderately Expensive City,Barret Bonden,10/29/2014,46.35
Inexpensive City,Barret Bonden,10/29/2014,31.49
Expensive City,Clarissa Oakes,10/29/2014,82.49
Expensive City,Diana Villiers,10/29/2014,61.97
Inexpensive City,Emily Sweeting,10/29/2014,17.98
Expensive City,Molly Harte,10/29/2014,90.1
Inexpensive City,Stephen Maturin,10/29/2014,25.93
Expensive City,William Mowett,10/29/2014,95.66
Expensive City,Clarissa Oakes,10/30/2014,88.17
Moderately Expensive City,Ebenezer Graham,10/30/2014,30.16
Moderately Expensive City,Nathaniel Martin,10/30/2014,55.65
Expensive City,Stephen Maturin,10/30/2014,82.53
Inexpensive City,Stephen Maturin,10/30/2014,21.45
Expensive City,William Mowett,10/30/2014,72.76
Expensive City,Diana Villiers,11/3/2014,74.63
Inexpensive City,Emily Sweeting,11/3/2014,18.93
Moderately Expensive City,William Babbington,11/3/2014,25.98
Inexpensive City,Sophia Aubrey,11/5/2014,15.63
Moderately Expensive City,Stephen Maturin,11/5/2014,27.98
Expensive City,Stephen Maturin,11/5/2014,130.31
Inexpensive City,William Babbington,11/5/2014,30.13
Moderately Expensive City,Stephen Maturin,11/6/2014,41.64
Inexpensive City,Barret Bonden,11/7/2014,16.72
Expensive City,Ebenezer Graham,11/7/2014,52.84
Expensive City,Emily Sweeting,11/7/2014,95.2
Expensive City,Sophia Aubrey,11/7/2014,83.67
Inexpensive City,Barret Bonden,11/10/2014,16.45
Inexpensive City,Jack Aubrey,11/10/2014,18.82
Inexpensive City,Sophia Aubrey,11/10/2014,20.41
Expensive City,William Mowett,11/10/2014,88.69
Moderately Expensive City,Diana Villiers,11/12/2014,23.8
Moderately Expensive City,Ebenezer Graham,11/12/2014,37.48
Expensive City,Ebenezer Graham,11/12/2014,125.95
Moderately Expensive City,Emily Sweeting,11/12/2014,37.19
Moderately Expensive City,Molly Harte,11/12/2014,33.68
Inexpensive City,Molly Harte,11/12/2014,21.82
Inexpensive City,Stephen Maturin,11/12/2014,16.25
Moderately Expensive City,William Mowett,11/12/2014,31.93
Moderately Expensive City,Ebenezer Graham,11/13/2014,45.16
Expensive City,Stephen Maturin,11/13/2014,91.27
Inexpensive City,Emily Sweeting,11/14/2014,22.99
Expensive City,Clarissa Oakes,11/17/2014,97.89
Moderately Expensive City,Diana Villiers,11/17/2014,60.38
Expensive City,Stephen Maturin,11/17/2014,79.45
Moderately Expensive City,Jack Aubrey,11/18/2014,39.35
Moderately Expensive City,Sophia Aubrey,11/18/2014,33.71
Expensive City,Stephen Maturin,11/18/2014,122.13
Expensive City,Molly Harte,11/19/2014,57.67
Inexpensive City,Sophia Aubrey,11/19/2014,25.06
Inexpensive City,Stephen Maturin,11/19/2014,27.22
Expensive City,Stephen Maturin,11/19/2014,65.85
Moderately Expensive City,William Babbington,11/19/2014,51.23
Moderately Expensive City,William Mowett,11/19/2014,40.83
Moderately Expensive City,Clarissa Oakes,11/20/2014,39.65
Expensive City,Emily Sweeting,11/20/2014,101.03
Moderately Expensive City,Nathaniel Martin,11/20/2014,40.36
Inexpensive City,Nathaniel Martin,11/20/2014,32.14
Moderately Expensive City,Stephen Maturin,11/20/2014,43.03
Expensive City,William Babbington,11/20/2014,110.95
Inexpensive City,William Mowett,11/20/2014,31.46
Moderately Expensive City,Barret Bonden,11/21/2014,35.42
Inexpensive City,Emily Sweeting,11/21/2014,26.05
Inexpensive City,William Mowett,11/21/2014,25.96
Inexpensive City,Jack Aubrey,11/24/2014,7.27
Expensive City,Jack Aubrey,11/24/2014,90.94
Expensive City,Nathaniel Martin,11/24/2014,70.37
Moderately Expensive City,William Mowett,11/24/2014,56.89
Expensive City,Diana Villiers,11/25/2014,67.34
Expensive City,Molly Harte,11/25/2014,78.24
Inexpensive City,Jack Aubrey,11/26/2014,12.66
Inexpensive City,Molly Harte,11/26/2014,32.41
Moderately Expensive City,Molly Harte,11/26/2014,55.65
Moderately Expensive City,Nathaniel Martin,11/26/2014,35.3
Expensive City,Clarissa Oakes,11/28/2014,103.6
Moderately Expensive City,Molly Harte,11/28/2014,44.96
Moderately Expensive City,Nathaniel Martin,11/28/2014,48.98
Inexpensive City,Sophia Aubrey,11/28/2014,19.47
Inexpensive City,Stephen Maturin,11/28/2014,27.61
Expensive City,William Mowett,11/28/2014,67.12
Expensive City,Barret Bonden,12/1/2014,82.97
Expensive City,Jack Aubrey,12/1/2014,90.27
Moderately Expensive City,Nathaniel Martin,12/1/2014,48.6
Expensive City,Barret Bonden,12/2/2014,129.98
Moderately Expensive City,Molly Harte,12/2/2014,32.66
Expensive City,Stephen Maturin,12/2/2014,80.88
Moderately Expensive City,William Mowett,12/2/2014,33.86
Moderately Expensive City,Diana Villiers,12/3/2014,47.44
Expensive City,Molly Harte,12/3/2014,118.9
Moderately Expensive City,Nathaniel Martin,12/3/2014,41.34
Expensive City,Barret Bonden,12/4/2014,71.45
Expensive City,Nathaniel Martin,12/4/2014,108.96
Moderately Expensive City,Sophia Aubrey,12/4/2014,28.07
Expensive City,Emily Sweeting,12/5/2014,96.9
Moderately Expensive City,William Babbington,12/5/2014,46.13
Moderately Expensive City,William Mowett,12/5/2014,36.07
Inexpensive City,William Mowett,12/5/2014,27.55
Inexpensive City,Barret Bonden,12/8/2014,16.19
Expensive City,Barret Bonden,12/8/2014,115.57
Inexpensive City,Ebenezer Graham,12/8/2014,20.54
Moderately Expensive City,Emily Sweeting,12/8/2014,39.12
Moderately Expensive City,Jack Aubrey,12/8/2014,40.06
Moderately Expensive City,Diana Villiers,12/9/2014,26.03
Inexpensive City,Nathaniel Martin,12/9/2014,20.73
Moderately Expensive City,Barret Bonden,12/10/2014,30.73
Expensive City,Clarissa Oakes,12/10/2014,87.67
Inexpensive City,Nathaniel Martin,12/10/2014,25.78
Expensive City,Sophia Aubrey,12/10/2014,74.56
Expensive City,Diana Villiers,12/11/2014,90.94
Expensive City,Jack Aubrey,12/11/2014,69.65
Inexpensive City,Jack Aubrey,12/11/2014,19.39
Inexpensive City,Clarissa Oakes,12/12/2014,25.69
Inexpensive City,Molly Harte,12/12/2014,27.2
Inexpensive City,Sophia Aubrey,12/12/2014,22.3
Inexpensive City,Clarissa Oakes,12/15/2014,17.4
Expensive City,Diana Villiers,12/15/2014,87.16
Expensive City,Ebenezer Graham,12/15/2014,78.78
Moderately Expensive City,Emily Sweeting,12/15/2014,48.56
Inexpensive City,Molly Harte,12/15/2014,16.37
Inexpensive City,William Babbington,12/15/2014,23.72
Inexpensive City,Barret Bonden,12/17/2014,30.85
Inexpensive City,Clarissa Oakes,12/17/2014,21.91
Moderately Expensive City,Clarissa Oakes,12/17/2014,48.64
Expensive City,Emily Sweeting,12/17/2014,102.02
Expensive City,Stephen Maturin,12/17/2014,118.29
Expensive City,William Mowett,12/17/2014,100.21
Moderately Expensive City,Sophia Aubrey,12/18/2014,19.31
Inexpensive City,William Mowett,12/18/2014,8.97
Moderately Expensive City,Barret Bonden,12/19/2014,38.29
Expensive City,Clarissa Oakes,12/19/2014,87.26
Moderately Expensive City,Diana Villiers,12/19/2014,34.13
Inexpensive City,Emily Sweeting,12/19/2014,20.93
Moderately Expensive City,William Babbington,12/19/2014,36.62
Expensive City,William Mowett,12/19/2014,95.16
Moderately Expensive City,Clarissa Oakes,12/22/2014,62.51
Expensive City,Diana Villiers,12/22/2014,98.69
Moderately Expensive City,Ebenezer Graham,12/22/2014,37.61
Expensive City,Ebenezer Graham,12/22/2014,91.04
Inexpensive City,Jack Aubrey,12/22/2014,13.97
Expensive City,Molly Harte,12/22/2014,78.34
Inexpensive City,Nathaniel Martin,12/22/2014,17.99
Moderately Expensive City,Nathaniel Martin,12/22/2014,27.65
Expensive City,Sophia Aubrey,12/22/2014,159.03
Moderately Expensive City,William Babbington,12/22/2014,55.97
Moderately Expensive City,Clarissa Oakes,12/23/2014,31.16
Expensive City,Diana Villiers,12/23/2014,76.79
Inexpensive City,Molly Harte,12/23/2014,23.69
Moderately Expensive City,Barret Bonden,12/24/2014,55.04
Moderately Expensive City,Molly Harte,12/24/2014,40.86
Moderately Expensive City,Sophia Aubrey,12/24/2014,13.46
Inexpensive City,Barret Bonden,12/26/2014,21.55
Expensive City,Nathaniel Martin,12/26/2014,116.69
Moderately Expensive City,William Babbington,12/26/2014,34.33
Moderately Expensive City,Barret Bonden,12/29/2014,35.35
Moderately Expensive City,Diana Villiers,12/29/2014,42.75
Expensive City,Jack Aubrey,12/29/2014,64.61
Inexpensive City,Molly Harte,12/29/2014,16.44
Inexpensive City,Stephen Maturin,12/30/2014,18.8
Moderately Expensive City,Barret Bonden,12/31/2014,36.52
Inexpensive City,Molly Harte,12/31/2014,19.38
Expensive City,Diana Villiers,1/2/2015,107.45
Inexpensive City,Nathaniel Martin,1/2/2015,24.54
Expensive City,William Babbington,1/2/2015,115.43
Expensive City,Barret Bonden,1/5/2015,83.34
Inexpensive City,Barret Bonden,1/5/2015,30.76
Moderately Expensive City,William Mowett,1/5/2015,25.06
Moderately Expensive City,Nathaniel Martin,1/6/2015,43.61
Expensive City,Sophia Aubrey,1/6/2015,66.47
Expensive City,Clarissa Oakes,1/7/2015,106.55
Moderately Expensive City,Ebenezer Graham,1/7/2015,37.61
Inexpensive City,Stephen Maturin,1/7/2015,26.63
Moderately Expensive City,Stephen Maturin,1/7/2015,41.13
Expensive City,William Babbington,1/7/2015,94.73
Expensive City,William Mowett,1/7/2015,86.89
Expensive City,Clarissa Oakes,1/8/2015,59.51
Inexpensive City,Clarissa Oakes,1/8/2015,23.23
Inexpensive City,Jack Aubrey,1/8/2015,22.59
Expensive City,Jack Aubrey,1/8/2015,115.62
Inexpensive City,Stephen Maturin,1/8/2015,24.6
Inexpensive City,William Babbington,1/8/2015,21.43
Expensive City,Jack Aubrey,1/9/2015,103.46
Expensive City,Molly Harte,1/9/2015,99.59
Expensive City,Sophia Aubrey,1/9/2015,96.38
Expensive City,Stephen Maturin,1/9/2015,137.13
Expensive City,Diana Villiers,1/12/2015,94.51
Moderately Expensive City,Ebenezer Graham,1/12/2015,15.14
Inexpensive City,Molly Harte,1/12/2015,18.99
Moderately Expensive City,Nathaniel Martin,1/12/2015,47.02
Moderately Expensive City,William Babbington,1/12/2015,20.65
Moderately Expensive City,Barret Bonden,1/13/2015,43.95
Expensive City,Nathaniel Martin,1/13/2015,70.95
Inexpensive City,Clarissa Oakes,1/14/2015,22.92
Expensive City,William Babbington,1/14/2015,103.1
Inexpensive City,Clarissa Oakes,1/15/2015,16.2
Expensive City,Clarissa Oakes,1/15/2015,98.98
Expensive City,Jack Aubrey,1/15/2015,100.26
Moderately Expensive City,Molly Harte,1/15/2015,29.38
Expensive City,Molly Harte,1/15/2015,70.71
Expensive City,Sophia Aubrey,1/15/2015,94.06
Inexpensive City,Stephen Maturin,1/15/2015,14.32
Expensive City,William Babbington,1/15/2015,102.72
Moderately Expensive City,Clarissa Oakes,1/16/2015,32.27
Inexpensive City,Diana Villiers,1/16/2015,26.51
Expensive City,Emily Sweeting,1/16/2015,129.78
Inexpensive City,Jack Aubrey,1/16/2015,26.7
Expensive City,Molly Harte,1/16/2015,125.84
Expensive City,Nathaniel Martin,1/16/2015,92.97
Moderately Expensive City,William Babbington,1/16/2015,40.46
Moderately Expensive City,William Mowett,1/20/2015,30.48
Inexpensive City,William Mowett,1/20/2015,28.66
Expensive City,Barret Bonden,1/21/2015,60.56
Expensive City,Jack Aubrey,1/21/2015,51.88
Inexpensive City,Jack Aubrey,1/21/2015,24.14
Moderately Expensive City,Nathaniel Martin,1/21/2015,48.35
Expensive City,Jack Aubrey,1/22/2015,89.56
Moderately Expensive City,Stephen Maturin,1/22/2015,39.39
Inexpensive City,William Babbington,1/22/2015,36.08
Inexpensive City,Sophia Aubrey,1/23/2015,20.71
Inexpensive City,William Babbington,1/23/2015,32.52
Moderately Expensive City,Clarissa Oakes,1/26/2015,30.97
Moderately Expensive City,Emily Sweeting,1/26/2015,35.94
Inexpensive City,Jack Aubrey,1/26/2015,33.94
Moderately Expensive City,Molly Harte,1/26/2015,31.32
Moderately Expensive City,Sophia Aubrey,1/26/2015,40.01
Moderately Expensive City,Clarissa Oakes,1/27/2015,26.83
Moderately Expensive City,Nathaniel Martin,1/27/2015,46.05
Moderately Expensive City,Nathaniel Martin,1/28/2015,41.02
Inexpensive City,Stephen Maturin,1/28/2015,21.98
Inexpensive City,Ebenezer Graham,1/29/2015,23.18
Expensive City,Jack Aubrey,1/29/2015,94.92
Inexpensive City,William Mowett,1/29/2015,13.7
Expensive City,Clarissa Oakes,1/30/2015,114.82
Moderately Expensive City,Ebenezer Graham,1/30/2015,36.83
Inexpensive City,Emily Sweeting,1/30/2015,20.73
Moderately Expensive City,Nathaniel Martin,1/30/2015,36.34
Inexpensive City,William Babbington,1/30/2015,18.4
Inexpensive City,Ebenezer Graham,2/3/2015,19.7
Inexpensive City,Emily Sweeting,2/3/2015,19.91
Expensive City,Sophia Aubrey,2/3/2015,77.61
Inexpensive City,Barret Bonden,2/5/2015,29.17
Expensive City,Molly Harte,2/5/2015,113.16
Expensive City,William Mowett,2/5/2015,124.3
Expensive City,Ebenezer Graham,2/6/2015,125.36
Moderately Expensive City,Jack Aubrey,2/6/2015,24.21
Inexpensive City,Molly Harte,2/6/2015,22.58
Expensive City,Sophia Aubrey,2/6/2015,101.38
Moderately Expensive City,Stephen Maturin,2/6/2015,28.92
Expensive City,William Babbington,2/6/2015,91.09
Expensive City,Ebenezer Graham,2/9/2015,64.93
Inexpensive City,Stephen Maturin,2/9/2015,18.02
Expensive City,William Mowett,2/9/2015,56.15
Inexpensive City,Emily Sweeting,2/10/2015,26.23
Inexpensive City,Sophia Aubrey,2/10/2015,34.14
Moderately Expensive City,Barret Bonden,2/11/2015,31.39
Inexpensive City,Diana Villiers,2/11/2015,29.36
Moderately Expensive City,Jack Aubrey,2/11/2015,32.56
Expensive City,Clarissa Oakes,2/13/2015,108.67
Moderately Expensive City,Diana Villiers,2/13/2015,44.29
Expensive City,Diana Villiers,2/13/2015,95.4
Moderately Expensive City,Stephen Maturin,2/13/2015,41.74
Moderately Expensive City,Diana Villiers,2/19/2015,48.47
Moderately Expensive City,Emily Sweeting,2/19/2015,45.76
Expensive City,Molly Harte,2/19/2015,122.99
Inexpensive City,Nathaniel Martin,2/19/2015,34.71
Expensive City,William Babbington,2/19/2015,92
Moderately Expensive City,William Mowett,2/19/2015,40.43
Inexpensive City,William Mowett,2/19/2015,25.96
Expensive City,William Mowett,2/19/2015,110.37
Expensive City,Barret Bonden,2/20/2015,72.7
Expensive City,Diana Villiers,2/20/2015,101.08
Expensive City,Sophia Aubrey,2/20/2015,84.19
Moderately Expensive City,Sophia Aubrey,2/20/2015,37.7
Moderately Expensive City,Clarissa Oakes,2/23/2015,50.18
Moderately Expensive City,Emily Sweeting,2/23/2015,42.74
Inexpensive City,Emily Sweeting,2/23/2015,24.03
Inexpensive City,Barret Bonden,2/24/2015,17.67
Expensive City,Diana Villiers,2/24/2015,114.56
Moderately Expensive City,Emily Sweeting,2/24/2015,41.01
Expensive City,Nathaniel Martin,2/24/2015,71.09
Expensive City,Stephen Maturin,2/24/2015,94.99
Inexpensive City,William Mowett,2/24/2015,29.44
Expensive City,Barret Bonden,2/25/2015,69.31
Expensive City,Ebenezer Graham,2/25/2015,80.62
Moderately Expensive City,Sophia Aubrey,2/25/2015,41.38
Expensive City,Diana Villiers,2/26/2015,74.69
Expensive City,Jack Aubrey,2/26/2015,71.71
Inexpensive City,Jack Aubrey,2/26/2015,26.55
Inexpensive City,Sophia Aubrey,2/26/2015,27.99
Expensive City,Barret Bonden,2/27/2015,93.57
Moderately Expensive City,Clarissa Oakes,2/27/2015,36.19
Moderately Expensive City,Diana Villiers,2/27/2015,49.03
Moderately Expensive City,Ebenezer Graham,2/27/2015,46.41
Inexpensive City,Jack Aubrey,2/27/2015,17.59
Expensive City,Sophia Aubrey,2/27/2015,103.86
Inexpensive City,Stephen Maturin,2/27/2015,24.92
Moderately Expensive City,Clarissa Oakes,3/2/2015,37.92
Inexpensive City,Emily Sweeting,3/2/2015,17.57
Inexpensive City,Molly Harte,3/2/2015,26.66
Moderately Expensive City,Clarissa Oakes,3/3/2015,52.54
Expensive City,Diana Villiers,3/3/2015,53.72
Moderately Expensive City,Emily Sweeting,3/3/2015,33.5
Inexpensive City,Barret Bonden,3/4/2015,23.81
Inexpensive City,Ebenezer Graham,3/4/2015,16.79
Inexpensive City,Emily Sweeting,3/4/2015,22.9
Inexpensive City,Jack Aubrey,3/4/2015,22.34
Moderately Expensive City,Nathaniel Martin,3/4/2015,33.14
Inexpensive City,Sophia Aubrey,3/4/2015,27.08
Moderately Expensive City,Stephen Maturin,3/4/2015,27.83
Inexpensive City,William Babbington,3/4/2015,24.28
Inexpensive City,William Mowett,3/4/2015,22.75
Inexpensive City,Clarissa Oakes,3/6/2015,29.1
Moderately Expensive City,Ebenezer Graham,3/6/2015,46.65
Moderately Expensive City,Molly Harte,3/6/2015,36.23
Inexpensive City,Molly Harte,3/6/2015,25.62
Inexpensive City,Sophia Aubrey,3/9/2015,20.12
Expensive City,Sophia Aubrey,3/9/2015,77.05
Inexpensive City,Ebenezer Graham,3/10/2015,19.82
Inexpensive City,Molly Harte,3/10/2015,29.6
Moderately Expensive City,William Mowett,3/10/2015,48.14
Expensive City,Emily Sweeting,3/11/2015,70.85
Moderately Expensive City,Jack Aubrey,3/11/2015,49.46
Expensive City,William Mowett,3/11/2015,77.33
Moderately Expensive City,Molly Harte,3/12/2015,36.66
Expensive City,Nathaniel Martin,3/12/2015,104.13
Moderately Expensive City,Diana Villiers,3/13/2015,47.77
Expensive City,Jack Aubrey,3/13/2015,78.4
Moderately Expensive City,Jack Aubrey,3/13/2015,42.82
Expensive City,Molly Harte,3/13/2015,132.05
Moderately Expensive City,Sophia Aubrey,3/13/2015,41.54
Moderately Expensive City,William Mowett,3/13/2015,31.99
Moderately Expensive City,Barret Bonden,3/16/2015,27.32
Moderately Expensive City,Clarissa Oakes,3/16/2015,36.33
Expensive City,Clarissa Oakes,3/16/2015,119.69
Expensive City,Diana Villiers,3/16/2015,102.91
Inexpensive City,Ebenezer Graham,3/16/2015,29.88
Expensive City,Jack Aubrey,3/16/2015,80.8
Expensive City,Sophia Aubrey,3/16/2015,82.38
Moderately Expensive City,Emily Sweeting,3/18/2015,51.33
Inexpensive City,Emily Sweeting,3/18/2015,25.64
Moderately Expensive City,Jack Aubrey,3/18/2015,31.5
Inexpensive City,Barret Bonden,3/20/2015,20.6
Moderately Expensive City,Molly Harte,3/20/2015,33.76
Expensive City,Stephen Maturin,3/20/2015,85.99
Expensive City,Ebenezer Graham,3/23/2015,78.97
Moderately Expensive City,William Mowett,3/23/2015,46.13
Expensive City,Barret Bonden,3/24/2015,99.73
Moderately Expensive City,Sophia Aubrey,3/24/2015,40.04
Expensive City,Emily Sweeting,3/25/2015,116.51
Expensive City,Jack Aubrey,3/25/2015,125.46
Inexpensive City,William Mowett,3/25/2015,24.92
Inexpensive City,Clarissa Oakes,3/26/2015,25.98
Expensive City,Ebenezer Graham,3/26/2015,77.35
Moderately Expensive City,Molly Harte,3/26/2015,27.35
Inexpensive City,Stephen Maturin,3/26/2015,30.39
Inexpensive City,Ebenezer Graham,3/27/2015,23.35
Moderately Expensive City,Jack Aubrey,3/27/2015,46.35
Inexpensive City,Sophia Aubrey,3/27/2015,26.52
Moderately Expensive City,William Mowett,3/27/2015,42.42
Inexpensive City,Barret Bonden,3/30/2015,25.19
Expensive City,Emily Sweeting,3/30/2015,73
Inexpensive City,Nathaniel Martin,3/30/2015,23.71
Inexpensive City,William Babbington,3/30/2015,23.8
Expensive City,William Babbington,3/30/2015,59.62
Expensive City,Diana Villiers,3/31/2015,69.9
Inexpensive City,Ebenezer Graham,3/31/2015,20.47
Inexpensive City,Molly Harte,3/31/2015,29.65
Expensive City,Nathaniel Martin,3/31/2015,118.15
Inexpensive City,Sophia Aubrey,3/31/2015,22.14
Expensive City,William Mowett,3/31/2015,91.98
Inexpensive City,Nathaniel Martin,4/1/2015,28.88
Moderately Expensive City,Nathaniel Martin,4/1/2015,50.88
Inexpensive City,Clarissa Oakes,4/2/2015,25.86
Moderately Expensive City,Diana Villiers,4/2/2015,43.68
Inexpensive City,Nathaniel Martin,4/2/2015,17.4
Inexpensive City,Stephen Maturin,4/2/2015,16.59
Expensive City,Ebenezer Graham,4/6/2015,88.53
Inexpensive City,Molly Harte,4/6/2015,20.93
Moderately Expensive City,William Babbington,4/6/2015,35.08
Moderately Expensive City,Barret Bonden,4/7/2015,35.68
Moderately Expensive City,Jack Aubrey,4/7/2015,49.14
Inexpensive City,Jack Aubrey,4/7/2015,30.53
Inexpensive City,William Mowett,4/7/2015,26.62
Expensive City,Barret Bonden,4/8/2015,92.78
Moderately Expensive City,Emily Sweeting,4/8/2015,39.41
Expensive City,Molly Harte,4/8/2015,64.21
Expensive City,Stephen Maturin,4/8/2015,92.74
Moderately Expensive City,Stephen Maturin,4/8/2015,41.11
Inexpensive City,William Mowett,4/8/2015,25.48
Moderately Expensive City,Jack Aubrey,4/9/2015,50.42
Inexpensive City,Jack Aubrey,4/9/2015,21.05
Moderately Expensive City,Molly Harte,4/9/2015,40.01
Moderately Expensive City,Clarissa Oakes,4/10/2015,42.25
Moderately Expensive City,Ebenezer Graham,4/10/2015,35.91
Moderately Expensive City,Molly Harte,4/10/2015,49.56
Moderately Expensive City,Nathaniel Martin,4/10/2015,48.31
Moderately Expensive City,Sophia Aubrey,4/10/2015,45.41
Moderately Expensive City,Emily Sweeting,4/13/2015,41.83
Moderately Expensive City,Jack Aubrey,4/13/2015,34.33
Moderately Expensive City,Nathaniel Martin,4/13/2015,45.96
Expensive City,Nathaniel Martin,4/13/2015,106.75
Moderately Expensive City,William Mowett,4/13/2015,32.62
Inexpensive City,William Mowett,4/13/2015,16.92
Expensive City,Ebenezer Graham,4/14/2015,56.61
Inexpensive City,Barret Bonden,4/15/2015,17.85
Moderately Expensive City,Diana Villiers,4/15/2015,47.91
Moderately Expensive City,Nathaniel Martin,4/15/2015,23.43
Expensive City,Molly Harte,4/16/2015,90.3
Moderately Expensive City,William Babbington,4/16/2015,60.93
Inexpensive City,William Mowett,4/16/2015,22.74
Moderately Expensive City,Diana Villiers,4/17/2015,40.59
Expensive City,Jack Aubrey,4/17/2015,105.99
Expensive City,Ebenezer Graham,4/20/2015,104.06
Moderately Expensive City,Jack Aubrey,4/20/2015,29.14
Moderately Expensive City,Molly Harte,4/20/2015,38.28
Moderately Expensive City,William Babbington,4/20/2015,42.95
Inexpensive City,Molly Harte,4/21/2015,27.55
Inexpensive City,Nathaniel Martin,4/21/2015,23.62
Inexpensive City,William Babbington,4/21/2015,35.01
Expensive City,Emily Sweeting,4/24/2015,89.8
Expensive City,Diana Villiers,4/27/2015,97.33
Moderately Expensive City,Emily Sweeting,4/27/2015,30.78
Expensive City,Molly Harte,4/27/2015,108.34
Expensive City,Nathaniel Martin,4/27/2015,113.62
Inexpensive City,Nathaniel Martin,4/27/2015,32.58
Inexpensive City,Clarissa Oakes,4/28/2015,19.07
Expensive City,Ebenezer Graham,4/28/2015,114.55
Inexpensive City,Sophia Aubrey,4/28/2015,26.72
Expensive City,Barret Bonden,4/29/2015,84.35
Moderately Expensive City,Barret Bonden,4/29/2015,42.12
Expensive City,Clarissa Oakes,4/29/2015,82.84
Inexpensive City,Jack Aubrey,4/29/2015,27.08
Moderately Expensive City,Jack Aubrey,4/29/2015,52.07
Inexpensive City,Molly Harte,4/29/2015,19.44
Moderately Expensive City,Molly Harte,4/29/2015,29.63
Expensive City,William Mowett,4/29/2015,96.01
Expensive City,Barret Bonden,4/30/2015,87.6
Moderately Expensive City,Clarissa Oakes,4/30/2015,59.54
Moderately Expensive City,Ebenezer Graham,4/30/2015,31.19
Expensive City,Ebenezer Graham,4/30/2015,93.05
Inexpensive City,Emily Sweeting,4/30/2015,28.37
Inexpensive City,Sophia Aubrey,4/30/2015,20.21
Expensive City,William Mowett,4/30/2015,98.51
Expensive City,Diana Villiers,5/1/2015,102.12
Inexpensive City,Emily Sweeting,5/1/2015,25.02
Inexpensive City,Nathaniel Martin,5/1/2015,19.41
Moderately Expensive City,Nathaniel Martin,5/1/2015,31.33
Moderately Expensive City,Sophia Aubrey,5/1/2015,41.94
Inexpensive City,William Mowett,5/1/2015,24.41
Inexpensive City,Clarissa Oakes,5/4/2015,27.23
Expensive City,Molly Harte,5/4/2015,91.25
Inexpensive City,Diana Villiers,5/5/2015,27.33
Moderately Expensive City,Diana Villiers,5/5/2015,45.23
Expensive City,Jack Aubrey,5/5/2015,96.66
Moderately Expensive City,Sophia Aubrey,5/5/2015,39.88
Moderately Expensive City,Stephen Maturin,5/5/2015,43.01
Moderately Expensive City,Barret Bonden,5/6/2015,41.71
Expensive City,Nathaniel Martin,5/6/2015,76.47
Inexpensive City,Stephen Maturin,5/6/2015,23.59
Expensive City,William Mowett,5/6/2015,102.25
Expensive City,Clarissa Oakes,5/8/2015,102.94
Expensive City,Nathaniel Martin,5/8/2015,112.79
Inexpensive City,Jack Aubrey,5/11/2015,28.09
Inexpensive City,Molly Harte,5/11/2015,24.13
Expensive City,Stephen Maturin,5/11/2015,108.29
Moderately Expensive City,William Mowett,5/11/2015,30.62
Inexpensive City,William Mowett,5/11/2015,18.68
Moderately Expensive City,Clarissa Oakes,5/12/2015,31.13
Expensive City,Diana Villiers,5/12/2015,74.96
Inexpensive City,Barret Bonden,5/13/2015,28.14
Expensive City,Diana Villiers,5/13/2015,97.73
Moderately Expensive City,Ebenezer Graham,5/13/2015,36.51
Moderately Expensive City,Molly Harte,5/13/2015,25.02
Expensive City,Diana Villiers,5/15/2015,101.14
Inexpensive City,Ebenezer Graham,5/15/2015,28.57
